[INFO] [1789097395.493044301] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-plane ICP)
[INFO] [1789097395.493128136] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097395.493136239] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097395.493142202] [lidar_inertial_odometer]:   ring   : selection=all band=[30,63] -> 34/64 ch (dropped 0 above + 30 below)
[INFO] [1789097395.493149136] [lidar_inertial_odometer]:   normal : loam_curvature
[INFO] [1789097401.019136827] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097406.091298661] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317400978.569 | feat 3204/8160 | map   3074 | icp ok  iter  4 corr  2914 rms 0.0463   13.80 ms | p=(   22.64   -70.07   2.14) v=9.83 m/s [KF]
[lio] t=1317400978.673 | feat 3408/8160 | map   3103 | icp ok  iter  3 corr  3017 rms 0.0426   12.02 ms | p=(   22.20   -71.01   2.13) v=9.99 m/s [KF]
[lio] t=1317400978.777 | feat 3644/8160 | map   3134 | icp ok  iter  5 corr  3298 rms 0.0822   21.69 ms | p=(   21.75   -71.95   2.12) v=10.08 m/s [KF]
[lio] t=1317400978.881 | feat 4065/8160 | map   3188 | icp ok  iter  4 corr  3737 rms 0.0464   19.34 ms | p=(   21.31   -72.87   2.10) v=9.95 m/s [KF]
[lio] t=1317400978.985 | feat 4204/8160 | map   3212 | icp ok  iter 12 corr  3855 rms 0.0476   64.47 ms | p=(   20.85   -73.82   2.10) v=10.19 m/s [KF]
[lio] t=1317400979.089 | feat 3871/8160 | map   3227 | icp ok  iter  4 corr  3540 rms 0.0412   16.49 ms | p=(   20.39   -74.76   2.07) v=10.16 m/s [KF]
[lio] t=1317400979.192 | feat 3901/8160 | map   3268 | icp ok  iter  3 corr  3607 rms 0.0420   13.67 ms | p=(   19.93   -75.72   2.06) v=10.25 m/s [KF]
[lio] t=1317400979.296 | feat 3473/8160 | map   3293 | icp ok  iter  3 corr  3216 rms 0.0387   11.45 ms | p=(   19.46   -76.66   2.05) v=10.22 m/s [KF]
[lio] t=1317400979.400 | feat 3406/8160 | map   3277 | icp ok  iter  4 corr  3161 rms 0.0386   18.46 ms | p=(   18.99   -77.62   2.03) v=10.23 m/s [KF]
[lio] t=1317400979.504 | feat 3217/8160 | map   3267 | icp ok  iter  4 corr  2917 rms 0.0394   15.53 ms | p=(   18.51   -78.58   2.01) v=10.36 m/s [KF]
[lio] t=1317400979.608 | feat 3032/8160 | map   3244 | icp ok  iter  4 corr  2760 rms 0.0653   12.47 ms | p=(   18.04   -79.52   1.98) v=10.21 m/s [KF]
[lio] t=1317400979.712 | feat 3247/8160 | map   3227 | icp ok  iter  4 corr  2950 rms 0.0359   12.84 ms | p=(   17.55   -80.47   1.97) v=10.24 m/s [KF]
[lio] t=1317400979.816 | feat 3437/8160 | map   3183 | icp ok  iter  5 corr  3124 rms 0.0785   19.68 ms | p=(   17.06   -81.42   1.93) v=10.31 m/s [KF]
[lio] t=1317400979.920 | feat 3575/8160 | map   3149 | icp ok  iter  3 corr  3207 rms 0.0440   12.02 ms | p=(   16.57   -82.37   1.93) v=10.30 m/s [KF]
[lio] t=1317400980.024 | feat 3744/8160 | map   3109 | icp ok  iter  5 corr  3408 rms 0.0430   20.13 ms | p=(   16.08   -83.31   1.90) v=10.28 m/s [KF]
[lio] t=1317400980.128 | feat 3512/8160 | map   3081 | icp ok  iter  4 corr  3165 rms 0.0386   15.53 ms | p=(   15.59   -84.26   1.87) v=10.27 m/s [KF]
[lio] t=1317400980.231 | feat 3294/8160 | map   3036 | icp ok  iter  4 corr  2989 rms 0.0425   14.21 ms | p=(   15.11   -85.19   1.86) v=10.20 m/s [KF]
[lio] t=1317400980.335 | feat 2847/8160 | map   2972 | icp ok  iter  3 corr  2504 rms 0.0355   10.52 ms | p=(   14.62   -86.14   1.84) v=10.28 m/s [KF]
[lio] t=1317400980.439 | feat 3057/8160 | map   2855 | icp ok  iter  5 corr  2753 rms 0.0326   16.36 ms | p=(   14.14   -87.09   1.82) v=10.28 m/s [KF]
[lio] t=1317400980.543 | feat 3128/8160 | map   2828 | icp ok  iter  5 corr  2867 rms 0.0304   16.42 ms | p=(   13.66   -88.04   1.79) v=10.28 m/s [KF]
[lio] t=1317400980.646 | feat 3406/8160 | map   2773 | icp ok  iter  3 corr  3151 rms 0.0357   12.74 ms | p=(   13.18   -88.99   1.77) v=10.30 m/s [KF]
[lio] t=1317400980.750 | feat 3126/8160 | map   2752 | icp ok  iter  3 corr  2825 rms 0.0431   10.95 ms | p=(   12.72   -89.94   1.75) v=10.21 m/s [KF]
[lio] t=1317400980.854 | feat 3293/8160 | map   2751 | icp ok  iter  3 corr  2972 rms 0.0367   11.36 ms | p=(   12.25   -90.90   1.72) v=10.29 m/s [KF]
[lio] t=1317400980.958 | feat 3313/8160 | map   2728 | icp ok  iter  4 corr  2928 rms 0.0348   14.78 ms | p=(   11.80   -91.84   1.69) v=10.17 m/s [KF]
[lio] t=1317400981.062 | feat 3228/8160 | map   2716 | icp ok  iter  4 corr  2960 rms 0.0354   13.91 ms | p=(   11.34   -92.80   1.65) v=10.25 m/s [KF]
[lio] t=1317400981.165 | feat 3289/8160 | map   2707 | icp ok  iter  4 corr  3039 rms 0.0339   14.56 ms | p=(   10.89   -93.76   1.64) v=10.23 m/s [KF]
[lio] t=1317400981.269 | feat 3378/8160 | map   2695 | icp ok  iter  4 corr  3162 rms 0.0382   16.42 ms | p=(   10.42   -94.73   1.62) v=10.36 m/s [KF]
[lio] t=1317400981.373 | feat 3161/8160 | map   2685 | icp ok  iter  3 corr  2961 rms 0.0310   11.43 ms | p=(    9.97   -95.68   1.60) v=10.24 m/s [KF]
[lio] t=1317400981.477 | feat 3571/8160 | map   2651 | icp ok  iter  4 corr  3378 rms 0.0340   15.47 ms | p=(    9.51   -96.66   1.57) v=10.36 m/s [KF]
[lio] t=1317400981.580 | feat 3281/8160 | map   2632 | icp ok  iter  4 corr  3077 rms 0.0324   13.97 ms | p=(    9.06   -97.62   1.56) v=10.35 m/s [KF]
[lio] t=1317400981.684 | feat 3210/8149 | map   2587 | icp ok  iter  3 corr  3028 rms 0.0517   11.25 ms | p=(    8.61   -98.60   1.54) v=10.40 m/s [KF]
[lio] t=1317400981.788 | feat 3075/8160 | map   2531 | icp ok  iter  4 corr  2902 rms 0.0321   13.02 ms | p=(    8.16   -99.59   1.52) v=10.45 m/s [KF]
[lio] t=1317400981.892 | feat 2989/8160 | map   2497 | icp ok  iter  4 corr  2754 rms 0.0363   14.41 ms | p=(    7.72  -100.56   1.50) v=10.36 m/s [KF]
[lio] t=1317400981.995 | feat 3409/8110 | map   2456 | icp ok  iter  4 corr  3110 rms 0.0352   16.41 ms | p=(    7.28  -101.55   1.49) v=10.42 m/s [KF]
[lio] t=1317400982.099 | feat 3176/8096 | map   2435 | icp ok  iter  5 corr  2886 rms 0.0342   16.34 ms | p=(    6.84  -102.56   1.47) v=10.55 m/s [KF]
[lio] t=1317400982.203 | feat 3143/8069 | map   2425 | icp ok  iter  4 corr  2922 rms 0.0344   14.73 ms | p=(    6.41  -103.55   1.45) v=10.49 m/s [KF]
[lio] t=1317400982.307 | feat 3252/8102 | map   2421 | icp ok  iter  4 corr  3005 rms 0.0388   16.81 ms | p=(    5.97  -104.53   1.44) v=10.41 m/s [KF]
[lio] t=1317400982.411 | feat 3654/8072 | map   2450 | icp ok  iter  4 corr  3373 rms 0.0323   13.39 ms | p=(    5.53  -105.52   1.44) v=10.48 m/s [KF]
[lio] t=1317400982.514 | feat 3588/8091 | map   2439 | icp ok  iter  3 corr  3348 rms 0.0353   12.71 ms | p=(    5.10  -106.51   1.43) v=10.44 m/s [KF]
[lio] t=1317400982.618 | feat 3655/8126 | map   2400 | icp ok  iter  4 corr  3462 rms 0.0348   16.20 ms | p=(    4.66  -107.50   1.40) v=10.40 m/s [KF]
[lio] t=1317400982.722 | feat 3475/8123 | map   2373 | icp ok  iter  4 corr  3302 rms 0.0315   15.95 ms | p=(    4.21  -108.48   1.39) v=10.39 m/s [KF]
[lio] t=1317400982.826 | feat 3412/8122 | map   2359 | icp ok  iter  4 corr  3218 rms 0.0336   14.82 ms | p=(    3.78  -109.45   1.36) v=10.33 m/s [KF]
[lio] t=1317400982.930 | feat 3445/8115 | map   2351 | icp ok  iter  4 corr  3277 rms 0.0342   14.84 ms | p=(    3.33  -110.44   1.34) v=10.39 m/s [KF]
[lio] t=1317400983.033 | feat 3324/8095 | map   2344 | icp ok  iter  6 corr  3188 rms 0.0337   21.22 ms | p=(    2.89  -111.40   1.31) v=10.28 m/s [KF]
[lio] t=1317400983.137 | feat 3217/8118 | map   2335 | icp ok  iter  3 corr  3010 rms 0.0420   11.25 ms | p=(    2.46  -112.36   1.30) v=10.17 m/s [KF]
[lio] t=1317400983.241 | feat 3428/8118 | map   2367 | icp ok  iter  6 corr  3136 rms 0.0383   22.96 ms | p=(    2.02  -113.32   1.27) v=10.14 m/s [KF]
[lio] t=1317400983.345 | feat 3437/8160 | map   2402 | icp ok  iter  4 corr  3212 rms 0.0569   16.30 ms | p=(    1.58  -114.28   1.25) v=10.17 m/s [KF]
[lio] t=1317400983.449 | feat 3410/8160 | map   2449 | icp ok  iter 12 corr  3210 rms 0.0408   42.33 ms | p=(    1.15  -115.23   1.22) v=10.11 m/s [KF]
[lio] t=1317400983.552 | feat 3449/8160 | map   2479 | icp ok  iter  5 corr  3101 rms 0.0409   19.45 ms | p=(    0.71  -116.19   1.21) v=10.12 m/s [KF]
[lio] t=1317400983.656 | feat 3218/8160 | map   2492 | icp ok  iter  5 corr  2883 rms 0.0403   16.98 ms | p=(    0.28  -117.15   1.18) v=10.14 m/s [KF]
[lio] t=1317400983.760 | feat 3749/8160 | map   2489 | icp ok  iter  4 corr  3445 rms 0.0413   16.97 ms | p=(   -0.16  -118.08   1.16) v=10.02 m/s [KF]
[lio] t=1317400983.864 | feat 3779/8160 | map   2508 | icp ok  iter  4 corr  3477 rms 0.0385   18.46 ms | p=(   -0.60  -119.03   1.14) v=10.05 m/s [KF]
[lio] t=1317400983.968 | feat 3690/8133 | map   2524 | icp ok  iter  4 corr  3407 rms 0.0415   16.94 ms | p=(   -1.04  -119.97   1.11) v=9.95 m/s [KF]
[lio] t=1317400984.071 | feat 3412/8127 | map   2546 | icp ok  iter  3 corr  3263 rms 0.0381   12.44 ms | p=(   -1.48  -120.90   1.08) v=9.89 m/s [KF]
[lio] t=1317400984.175 | feat 4200/8132 | map   2561 | icp ok  iter  4 corr  3984 rms 0.0361   18.96 ms | p=(   -1.92  -121.82   1.06) v=9.87 m/s [KF]
[lio] t=1317400984.279 | feat 4116/8117 | map   2587 | icp ok  iter  5 corr  3901 rms 0.0360   23.98 ms | p=(   -2.37  -122.75   1.01) v=9.91 m/s [KF]
[lio] t=1317400984.383 | feat 3956/8128 | map   2583 | icp ok  iter  5 corr  3707 rms 0.0405   21.82 ms | p=(   -2.81  -123.67   0.99) v=9.86 m/s [KF]
[lio] t=1317400984.487 | feat 4015/8143 | map   2582 | icp ok  iter  3 corr  3700 rms 0.0380   13.60 ms | p=(   -3.25  -124.58   0.98) v=9.81 m/s [KF]
[lio] t=1317400984.590 | feat 3598/8160 | map   2590 | icp ok  iter  3 corr  3316 rms 0.0331   14.10 ms | p=(   -3.68  -125.50   0.96) v=9.74 m/s [KF]
[lio] t=1317400984.694 | feat 4069/8160 | map   2630 | icp ok  iter  4 corr  3713 rms 0.0638   17.62 ms | p=(   -4.11  -126.42   0.92) v=9.78 m/s [KF]
[lio] t=1317400984.798 | feat 3891/8125 | map   2685 | icp ok  iter  3 corr  3644 rms 0.0385   13.77 ms | p=(   -4.53  -127.31   0.89) v=9.61 m/s
[lio] t=1317400984.902 | feat 3802/8160 | map   2685 | icp ok  iter  5 corr  3482 rms 0.0431   20.33 ms | p=(   -4.95  -128.21   0.85) v=9.55 m/s [KF]
[lio] t=1317400985.006 | feat 4192/8160 | map   2761 | icp ok  iter  5 corr  3884 rms 0.0544   24.43 ms | p=(   -5.38  -129.13   0.81) v=9.66 m/s [KF]
[lio] t=1317400985.110 | feat 3958/8154 | map   2812 | icp ok  iter  4 corr  3719 rms 0.0419   16.65 ms | p=(   -5.80  -130.02   0.76) v=9.57 m/s
[lio] t=1317400985.214 | feat 3736/8146 | map   2812 | icp ok  iter  6 corr  3443 rms 0.0429   26.43 ms | p=(   -6.21  -130.91   0.73) v=9.45 m/s [KF]
[lio] t=1317400985.317 | feat 3741/8101 | map   2849 | icp ok  iter  3 corr  3596 rms 0.0384   13.59 ms | p=(   -6.63  -131.78   0.70) v=9.37 m/s
[lio] t=1317400985.421 | feat 3499/8106 | map   2849 | icp ok  iter  4 corr  3264 rms 0.0421   18.13 ms | p=(   -7.04  -132.65   0.67) v=9.26 m/s [KF]
[lio] t=1317400985.525 | feat 3327/8091 | map   2896 | icp ok  iter  5 corr  3120 rms 0.0423   19.11 ms | p=(   -7.47  -133.54   0.64) v=9.40 m/s
[lio] t=1317400985.629 | feat 3482/8118 | map   2896 | icp ok  iter  4 corr  3091 rms 0.0421   15.98 ms | p=(   -7.87  -134.40   0.62) v=9.22 m/s [KF]
[lio] t=1317400985.733 | feat 3677/8160 | map   2997 | icp ok  iter  4 corr  3488 rms 0.0445   17.73 ms | p=(   -8.28  -135.26   0.61) v=9.13 m/s
[lio] t=1317400985.837 | feat 3875/8160 | map   2997 | icp ok  iter  4 corr  3674 rms 0.0460   20.56 ms | p=(   -8.68  -136.13   0.58) v=9.12 m/s [KF]
[lio] t=1317400985.941 | feat 3965/8160 | map   3107 | icp ok  iter  3 corr  3790 rms 0.0401   13.71 ms | p=(   -9.06  -136.93   0.55) v=8.70 m/s
[lio] t=1317400986.045 | feat 4158/8160 | map   3107 | icp ok  iter  4 corr  3904 rms 0.0495   20.26 ms | p=(   -9.43  -137.71   0.51) v=8.36 m/s [KF]
[lio] t=1317400986.149 | feat 4179/8160 | map   3198 | icp ok  iter  4 corr  3967 rms 0.0374   21.56 ms | p=(   -9.81  -138.52   0.47) v=8.43 m/s
[lio] t=1317400986.253 | feat 3975/8160 | map   3198 | icp ok  iter  4 corr  3782 rms 0.0387   17.35 ms | p=(  -10.18  -139.30   0.43) v=8.25 m/s [KF]
[lio] t=1317400986.356 | feat 4074/8160 | map   3218 | icp ok  iter  4 corr  3924 rms 0.0375   18.32 ms | p=(  -10.55  -140.08   0.40) v=8.16 m/s
[lio] t=1317400986.460 | feat 3957/8160 | map   3218 | icp ok  iter  3 corr  3696 rms 0.0372   14.31 ms | p=(  -10.92  -140.83   0.38) v=8.00 m/s [KF]
[lio] t=1317400986.564 | feat 4332/8160 | map   3225 | icp ok  iter  3 corr  3988 rms 0.0318   13.46 ms | p=(  -11.26  -141.56   0.35) v=7.74 m/s
[lio] t=1317400986.668 | feat 4070/8160 | map   3225 | icp ok  iter  4 corr  3743 rms 0.0368   17.61 ms | p=(  -11.61  -142.28   0.34) v=7.58 m/s [KF]
[lio] t=1317400986.772 | feat 4282/8160 | map   3225 | icp ok  iter  4 corr  4027 rms 0.0369   19.89 ms | p=(  -11.93  -142.98   0.33) v=7.36 m/s
[lio] t=1317400986.876 | feat 4266/8160 | map   3225 | icp ok  iter  4 corr  3982 rms 0.0369   20.41 ms | p=(  -12.24  -143.66   0.32) v=7.10 m/s [KF]
[lio] t=1317400986.980 | feat 4361/8160 | map   3229 | icp ok  iter 12 corr  4020 rms 0.0355   54.24 ms | p=(  -12.54  -144.32   0.30) v=6.83 m/s
[lio] t=1317400987.084 | feat 3785/8160 | map   3229 | icp ok  iter  3 corr  3258 rms 0.0430   12.82 ms | p=(  -12.82  -144.94   0.28) v=6.49 m/s [KF]
[lio] t=1317400987.188 | feat 3947/8160 | map   3222 | icp ok  iter  4 corr  3535 rms 0.0392   17.98 ms | p=(  -13.09  -145.54   0.26) v=6.27 m/s
[lio] t=1317400987.292 | feat 4172/8160 | map   3222 | icp ok  iter  3 corr  3768 rms 0.0557   17.13 ms | p=(  -13.33  -146.09   0.26) v=5.74 m/s [KF]
[lio] t=1317400987.396 | feat 4083/8160 | map   3240 | icp ok  iter  4 corr  3728 rms 0.0390   15.29 ms | p=(  -13.57  -146.65   0.24) v=5.64 m/s
[lio] t=1317400987.500 | feat 3983/8160 | map   3240 | icp ok  iter  3 corr  3640 rms 0.0597   13.71 ms | p=(  -13.80  -147.18   0.24) v=5.41 m/s [KF]
[lio] t=1317400987.604 | feat 4296/8160 | map   3267 | icp ok  iter  4 corr  3881 rms 0.0398   19.04 ms | p=(  -14.01  -147.68   0.23) v=5.17 m/s
[lio] t=1317400987.708 | feat 3931/8160 | map   3267 | icp ok  iter  4 corr  3346 rms 0.0393   16.75 ms | p=(  -14.22  -148.16   0.21) v=5.05 m/s [KF]
[lio] t=1317400987.812 | feat 4458/8160 | map   3364 | icp ok  iter  5 corr  3995 rms 0.0385   23.91 ms | p=(  -14.41  -148.65   0.19) v=5.04 m/s
[lio] t=1317400987.916 | feat 4709/8160 | map   3364 | icp ok  iter  4 corr  4242 rms 0.0400   18.87 ms | p=(  -14.61  -149.14   0.18) v=5.07 m/s [KF]
[lio] t=1317400988.020 | feat 4334/8160 | map   3434 | icp ok  iter  4 corr  3910 rms 0.0428   18.28 ms | p=(  -14.81  -149.62   0.16) v=5.01 m/s
[lio] t=1317400988.124 | feat 4486/8160 | map   3434 | icp ok  iter  4 corr  3984 rms 0.0449   20.79 ms | p=(  -15.00  -150.10   0.15) v=5.01 m/s [KF]
[lio] t=1317400988.228 | feat 3733/8160 | map   3457 | icp ok  iter  5 corr  3331 rms 0.0388   18.40 ms | p=(  -15.21  -150.58   0.14) v=5.01 m/s
[lio] t=1317400988.332 | feat 3838/8160 | map   3457 | icp ok  iter  4 corr  3405 rms 0.0387   16.04 ms | p=(  -15.41  -151.04   0.14) v=4.87 m/s [KF]
[lio] t=1317400988.437 | feat 3820/8145 | map   3506 | icp ok  iter  6 corr  3475 rms 0.0352   24.43 ms | p=(  -15.63  -151.51   0.13) v=4.93 m/s
[lio] t=1317400988.541 | feat 4038/8160 | map   3506 | icp ok  iter  4 corr  3645 rms 0.0374   16.40 ms | p=(  -15.82  -151.97   0.11) v=4.89 m/s [KF]
[lio] t=1317400988.645 | feat 4009/8160 | map   3537 | icp ok  iter  4 corr  3581 rms 0.0387   15.83 ms | p=(  -16.02  -152.42   0.08) v=4.76 m/s
[lio] t=1317400988.749 | feat 3838/8160 | map   3537 | icp ok  iter  3 corr  3442 rms 0.0420   13.86 ms | p=(  -16.22  -152.86   0.07) v=4.71 m/s
[lio] t=1317400988.853 | feat 3893/8143 | map   3537 | icp ok  iter  4 corr  3406 rms 0.0530   17.81 ms | p=(  -16.42  -153.32   0.05) v=4.78 m/s [KF]
[lio] t=1317400988.957 | feat 3937/8160 | map   3579 | icp ok  iter  3 corr  3517 rms 0.0344   14.63 ms | p=(  -16.63  -153.78   0.04) v=4.82 m/s
[lio] t=1317400989.061 | feat 4177/8160 | map   3579 | icp ok  iter  3 corr  3796 rms 0.0338   15.28 ms | p=(  -16.83  -154.22   0.03) v=4.78 m/s
[lio] t=1317400989.165 | feat 4366/8160 | map   3579 | icp ok  iter  3 corr  3865 rms 0.0330   13.07 ms | p=(  -17.04  -154.67   0.02) v=4.76 m/s [KF]
[lio] t=1317400989.269 | feat 4406/8160 | map   3675 | icp ok  iter  4 corr  4041 rms 0.0325   18.27 ms | p=(  -17.24  -155.12   0.00) v=4.73 m/s
[lio] t=1317400989.373 | feat 4334/8160 | map   3675 | icp ok  iter  4 corr  3949 rms 0.0338   19.36 ms | p=(  -17.44  -155.56  -0.01) v=4.67 m/s
[lio] t=1317400989.477 | feat 4473/8160 | map   3675 | icp ok  iter  3 corr  3983 rms 0.0346   16.60 ms | p=(  -17.64  -156.00  -0.03) v=4.67 m/s [KF]
[lio] t=1317400989.581 | feat 4161/8160 | map   3784 | icp ok  iter  3 corr  3856 rms 0.0282   14.04 ms | p=(  -17.84  -156.43  -0.05) v=4.60 m/s
[lio] t=1317400989.685 | feat 3976/8160 | map   3784 | icp ok  iter  5 corr  3595 rms 0.0323   20.14 ms | p=(  -18.03  -156.85  -0.07) v=4.52 m/s
[lio] t=1317400989.789 | feat 3941/8160 | map   3784 | icp ok  iter  3 corr  3613 rms 0.0321   13.90 ms | p=(  -18.23  -157.28  -0.09) v=4.46 m/s [KF]
[lio] t=1317400989.893 | feat 3829/8160 | map   3860 | icp ok  iter  5 corr  3521 rms 0.0315   20.63 ms | p=(  -18.41  -157.70  -0.10) v=4.42 m/s
[lio] t=1317400989.996 | feat 3867/8160 | map   3860 | icp ok  iter  4 corr  3575 rms 0.0344   16.90 ms | p=(  -18.59  -158.12  -0.12) v=4.39 m/s
[lio] t=1317400990.100 | feat 3888/8160 | map   3860 | icp ok  iter  5 corr  3573 rms 0.0361   22.64 ms | p=(  -18.74  -158.52  -0.14) v=4.21 m/s [KF]
[lio] t=1317400990.204 | feat 3693/8160 | map   3923 | icp ok  iter  3 corr  3440 rms 0.0433   14.63 ms | p=(  -18.90  -158.94  -0.14) v=4.21 m/s
[lio] t=1317400990.307 | feat 3776/8160 | map   3923 | icp ok  iter  4 corr  3500 rms 0.0407   17.79 ms | p=(  -19.04  -159.33  -0.15) v=4.06 m/s
[lio] t=1317400990.411 | feat 3816/8160 | map   3923 | icp ok  iter  4 corr  3524 rms 0.0477   18.26 ms | p=(  -19.15  -159.72  -0.16) v=3.97 m/s [KF]
[lio] t=1317400990.515 | feat 3599/8160 | map   3957 | icp ok  iter  4 corr  3358 rms 0.0536   16.83 ms | p=(  -19.25  -160.11  -0.18) v=3.90 m/s
[lio] t=1317400990.618 | feat 3804/8160 | map   3957 | icp ok  iter  4 corr  3559 rms 0.0456   16.42 ms | p=(  -19.33  -160.49  -0.19) v=3.82 m/s
[lio] t=1317400990.722 | feat 3711/8160 | map   3957 | icp ok  iter  3 corr  3478 rms 0.0495   12.62 ms | p=(  -19.41  -160.87  -0.20) v=3.76 m/s [KF]
[lio] t=1317400990.826 | feat 3305/8160 | map   4008 | icp ok  iter  4 corr  3075 rms 0.0408   15.31 ms | p=(  -19.46  -161.25  -0.21) v=3.70 m/s
[lio] t=1317400990.929 | feat 3474/8160 | map   4008 | icp ok  iter  4 corr  3239 rms 0.0558   16.75 ms | p=(  -19.50  -161.64  -0.22) v=3.73 m/s
[lio] t=1317400991.033 | feat 3200/8160 | map   4008 | icp ok  iter  5 corr  2950 rms 0.0617   19.43 ms | p=(  -19.51  -162.01  -0.23) v=3.63 m/s [KF]
[lio] t=1317400991.137 | feat 3273/8160 | map   4020 | icp ok  iter  5 corr  3061 rms 0.0498   19.78 ms | p=(  -19.50  -162.40  -0.25) v=3.71 m/s
[lio] t=1317400991.241 | feat 2893/8160 | map   4020 | icp ok  iter  4 corr  2696 rms 0.0595   13.69 ms | p=(  -19.48  -162.79  -0.25) v=3.82 m/s
[lio] t=1317400991.345 | feat 2822/8160 | map   4020 | icp ok  iter  4 corr  2565 rms 0.0606   14.26 ms | p=(  -19.45  -163.19  -0.26) v=3.88 m/s [KF]
[lio] t=1317400991.448 | feat 2987/8160 | map   4049 | icp ok  iter  4 corr  2754 rms 0.0394   13.19 ms | p=(  -19.40  -163.59  -0.26) v=4.00 m/s
[lio] t=1317400991.552 | feat 3264/8160 | map   4049 | icp ok  iter  4 corr  2972 rms 0.0524   17.53 ms | p=(  -19.32  -164.02  -0.27) v=4.18 m/s
[lio] t=1317400991.656 | feat 2994/8160 | map   4049 | icp ok  iter  4 corr  2701 rms 0.0794   16.62 ms | p=(  -19.24  -164.41  -0.26) v=4.03 m/s [KF]
[lio] t=1317400991.760 | feat 3078/8160 | map   4088 | icp ok  iter  4 corr  2851 rms 0.0568   14.95 ms | p=(  -19.13  -164.84  -0.26) v=4.26 m/s
[lio] t=1317400991.864 | feat 2888/8160 | map   4088 | icp ok  iter  5 corr  2605 rms 0.0686   18.92 ms | p=(  -18.99  -165.28  -0.26) v=4.42 m/s
[lio] t=1317400991.968 | feat 2891/8160 | map   4088 | icp ok  iter  4 corr  2541 rms 0.0902   13.41 ms | p=(  -18.84  -165.71  -0.27) v=4.48 m/s [KF]
[lio] t=1317400992.072 | feat 2883/8160 | map   4099 | icp ok  iter  4 corr  2626 rms 0.0455   14.99 ms | p=(  -18.70  -166.13  -0.26) v=4.46 m/s
[lio] t=1317400992.175 | feat 3131/8160 | map   4099 | icp ok  iter  4 corr  2829 rms 0.0682   16.96 ms | p=(  -18.49  -166.58  -0.26) v=4.72 m/s
[lio] t=1317400992.279 | feat 2754/8160 | map   4099 | icp ok  iter  4 corr  2492 rms 0.0631   13.76 ms | p=(  -18.28  -167.03  -0.25) v=4.85 m/s [KF]
[lio] t=1317400992.384 | feat 3071/8160 | map   4111 | icp ok  iter  5 corr  2848 rms 0.0582   19.29 ms | p=(  -18.06  -167.48  -0.26) v=4.90 m/s
[lio] t=1317400992.488 | feat 3093/8121 | map   4111 | icp ok  iter  4 corr  2818 rms 0.0441   16.00 ms | p=(  -17.82  -167.94  -0.25) v=5.02 m/s [KF]
[lio] t=1317400992.592 | feat 2923/8131 | map   4071 | icp ok  iter 12 corr  2697 rms 0.0479   47.06 ms | p=(  -17.57  -168.41  -0.24) v=5.20 m/s
[lio] t=1317400992.696 | feat 2898/8139 | map   4071 | icp ok  iter  4 corr  2629 rms 0.0559   14.14 ms | p=(  -17.31  -168.89  -0.23) v=5.34 m/s [KF]
[lio] t=1317400992.800 | feat 3180/8160 | map   4070 | icp ok  iter  4 corr  2891 rms 0.0437   14.77 ms | p=(  -17.04  -169.38  -0.22) v=5.46 m/s
[lio] t=1317400992.904 | feat 2901/8160 | map   4070 | icp ok  iter  6 corr  2524 rms 0.0465   18.87 ms | p=(  -16.70  -169.90  -0.22) v=5.83 m/s [KF]
[lio] t=1317400993.009 | feat 2976/8160 | map   4039 | icp ok  iter  5 corr  2695 rms 0.0474   17.56 ms | p=(  -16.41  -170.40  -0.22) v=5.79 m/s
[lio] t=1317400993.113 | feat 2847/8160 | map   4039 | icp ok  iter  4 corr  2513 rms 0.0566   13.95 ms | p=(  -16.08  -170.92  -0.22) v=5.95 m/s [KF]
[lio] t=1317400993.217 | feat 3052/8160 | map   4003 | icp ok  iter  4 corr  2712 rms 0.0491   16.12 ms | p=(  -15.72  -171.45  -0.21) v=6.17 m/s
[lio] t=1317400993.321 | feat 3172/8160 | map   4003 | icp ok  iter  4 corr  2760 rms 0.0465   16.36 ms | p=(  -15.36  -172.00  -0.21) v=6.36 m/s [KF]
[lio] t=1317400993.425 | feat 3295/8160 | map   3941 | icp ok  iter  4 corr  2858 rms 0.0526   15.65 ms | p=(  -15.01  -172.53  -0.22) v=6.30 m/s
[lio] t=1317400993.529 | feat 3179/8160 | map   3941 | icp ok  iter  3 corr  2671 rms 0.0949   12.67 ms | p=(  -14.61  -173.08  -0.23) v=6.53 m/s [KF]
[lio] t=1317400993.633 | feat 3228/8160 | map   3918 | icp ok  iter  4 corr  2863 rms 0.0463   16.35 ms | p=(  -14.22  -173.65  -0.22) v=6.68 m/s
[lio] t=1317400993.738 | feat 3027/8160 | map   3918 | icp ok  iter  4 corr  2640 rms 0.0359   14.13 ms | p=(  -13.80  -174.24  -0.23) v=6.95 m/s [KF]
[lio] t=1317400993.842 | feat 3185/8160 | map   3885 | icp ok  iter  5 corr  2754 rms 0.0451   17.89 ms | p=(  -13.40  -174.81  -0.21) v=6.86 m/s
