[INFO] [1789097181.828523683] [lidar_inertial_odometer]: lidar_inertial_odometer ready (fused point-to-point + point-to-plane ICP)
[INFO] [1789097181.828594735] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097181.828602478] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097181.828608457] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789097181.828615629] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789097181.828621018] [lidar_inertial_odometer]:   icp    : alpha (point) 0.01, beta (plane) 1, huber 0.2 m
[INFO] [1789097187.349946800] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097195.776676145] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317400979.296 | feat 2116/6100 | map   9903 | icp ok  iter  4 corr  1737 rms 0.0576   11.96 ms | p=(   17.60   -73.77   4.37) v=10.24 m/s [KF]
[lio] t=1317400979.400 | feat 2170/5877 | map   9912 | icp ok  iter  4 corr  1807 rms 0.0480   12.81 ms | p=(   17.15   -74.75   4.39) v=10.33 m/s [KF]
[lio] t=1317400979.504 | feat 2035/5716 | map   9861 | icp ok  iter  3 corr  1635 rms 0.0528    8.55 ms | p=(   16.71   -75.72   4.40) v=10.27 m/s [KF]
[lio] t=1317400979.608 | feat 1917/5720 | map   9774 | icp ok  iter  3 corr  1554 rms 0.0484    7.90 ms | p=(   16.27   -76.68   4.41) v=10.25 m/s [KF]
[lio] t=1317400979.712 | feat 2054/5706 | map   9704 | icp ok  iter  4 corr  1603 rms 0.0576   10.47 ms | p=(   15.81   -77.66   4.43) v=10.30 m/s [KF]
[lio] t=1317400979.816 | feat 2112/5718 | map   9690 | icp ok  iter  4 corr  1722 rms 0.0751   11.64 ms | p=(   15.35   -78.62   4.45) v=10.26 m/s [KF]
[lio] t=1317400979.920 | feat 2273/5950 | map   9618 | icp ok  iter  4 corr  1903 rms 0.0570   12.95 ms | p=(   14.90   -79.59   4.46) v=10.26 m/s [KF]
[lio] t=1317400980.024 | feat 2258/6232 | map   9555 | icp ok  iter  4 corr  1838 rms 0.0659   13.98 ms | p=(   14.44   -80.56   4.46) v=10.34 m/s [KF]
[lio] t=1317400980.128 | feat 2160/6165 | map   9524 | icp ok  iter  4 corr  1771 rms 0.0562   13.07 ms | p=(   13.99   -81.53   4.47) v=10.29 m/s [KF]
[lio] t=1317400980.231 | feat 2070/5739 | map   9433 | icp ok  iter  4 corr  1684 rms 0.0606   12.26 ms | p=(   13.53   -82.49   4.49) v=10.28 m/s [KF]
[lio] t=1317400980.335 | feat 1934/5409 | map   9318 | icp ok  iter  4 corr  1547 rms 0.0608   11.39 ms | p=(   13.08   -83.46   4.50) v=10.25 m/s [KF]
[lio] t=1317400980.439 | feat 1897/5400 | map   8929 | icp ok  iter  3 corr  1575 rms 0.0542    8.16 ms | p=(   12.64   -84.43   4.51) v=10.26 m/s [KF]
[lio] t=1317400980.543 | feat 1966/5497 | map   8855 | icp ok  iter  3 corr  1612 rms 0.0568    8.70 ms | p=(   12.19   -85.39   4.52) v=10.24 m/s [KF]
[lio] t=1317400980.646 | feat 1999/5757 | map   8839 | icp ok  iter  4 corr  1642 rms 0.0513   10.68 ms | p=(   11.75   -86.35   4.53) v=10.18 m/s [KF]
[lio] t=1317400980.750 | feat 2000/5983 | map   8813 | icp ok  iter  5 corr  1671 rms 0.0497   14.42 ms | p=(   11.30   -87.31   4.55) v=10.22 m/s [KF]
[lio] t=1317400980.854 | feat 2025/5962 | map   8850 | icp ok  iter  4 corr  1682 rms 0.0599   11.95 ms | p=(   10.87   -88.28   4.56) v=10.23 m/s [KF]
[lio] t=1317400980.958 | feat 2094/5934 | map   8813 | icp ok  iter  4 corr  1803 rms 0.0517   11.09 ms | p=(   10.44   -89.26   4.55) v=10.24 m/s [KF]
[lio] t=1317400981.062 | feat 2129/5889 | map   8782 | icp ok  iter  5 corr  1816 rms 0.0525   14.55 ms | p=(   10.02   -90.23   4.56) v=10.22 m/s [KF]
[lio] t=1317400981.165 | feat 2095/5825 | map   8751 | icp ok  iter  4 corr  1779 rms 0.0512   12.31 ms | p=(    9.59   -91.20   4.58) v=10.26 m/s [KF]
[lio] t=1317400981.269 | feat 2054/5842 | map   8719 | icp ok  iter  4 corr  1765 rms 0.0583   11.72 ms | p=(    9.15   -92.21   4.59) v=10.41 m/s [KF]
[lio] t=1317400981.373 | feat 1870/5664 | map   8703 | icp ok  iter  4 corr  1606 rms 0.0490   11.15 ms | p=(    8.73   -93.19   4.60) v=10.37 m/s [KF]
[lio] t=1317400981.477 | feat 1892/5328 | map   8623 | icp ok  iter  5 corr  1603 rms 0.0437   14.27 ms | p=(    8.30   -94.19   4.61) v=10.42 m/s [KF]
[lio] t=1317400981.580 | feat 1943/5147 | map   8532 | icp ok  iter  3 corr  1661 rms 0.0505    9.34 ms | p=(    7.89   -95.18   4.64) v=10.41 m/s [KF]
[lio] t=1317400981.684 | feat 2072/5039 | map   8395 | icp ok  iter  6 corr  1773 rms 0.0542   18.22 ms | p=(    7.46   -96.18   4.65) v=10.43 m/s [KF]
[lio] t=1317400981.788 | feat 1989/5080 | map   8303 | icp ok  iter  4 corr  1709 rms 0.0442   10.81 ms | p=(    7.04   -97.16   4.67) v=10.32 m/s [KF]
[lio] t=1317400981.892 | feat 2096/5153 | map   8196 | icp ok  iter  4 corr  1797 rms 0.0566   14.32 ms | p=(    6.63   -98.17   4.69) v=10.43 m/s [KF]
[lio] t=1317400981.995 | feat 1994/5293 | map   8160 | icp ok  iter  4 corr  1769 rms 0.0566   12.90 ms | p=(    6.21   -99.17   4.71) v=10.45 m/s [KF]
[lio] t=1317400982.099 | feat 2103/5637 | map   8074 | icp ok  iter  4 corr  1848 rms 0.0540   13.27 ms | p=(    5.80  -100.19   4.73) v=10.52 m/s [KF]
[lio] t=1317400982.203 | feat 2155/5759 | map   8058 | icp ok  iter  4 corr  1932 rms 0.0671   14.07 ms | p=(    5.40  -101.18   4.74) v=10.41 m/s [KF]
[lio] t=1317400982.307 | feat 2074/5727 | map   8144 | icp ok  iter  4 corr  1867 rms 0.0566   12.41 ms | p=(    4.99  -102.19   4.77) v=10.42 m/s [KF]
[lio] t=1317400982.411 | feat 2156/5752 | map   8168 | icp ok  iter  4 corr  1950 rms 0.0593   12.28 ms | p=(    4.57  -103.19   4.80) v=10.43 m/s [KF]
[lio] t=1317400982.514 | feat 2107/5684 | map   8177 | icp ok  iter  3 corr  1939 rms 0.0563    9.46 ms | p=(    4.16  -104.19   4.82) v=10.41 m/s [KF]
[lio] t=1317400982.618 | feat 2089/5599 | map   8060 | icp ok  iter  4 corr  1932 rms 0.0523   15.01 ms | p=(    3.75  -105.19   4.84) v=10.38 m/s [KF]
[lio] t=1317400982.722 | feat 2063/5532 | map   7949 | icp ok  iter  5 corr  1880 rms 0.0531   17.11 ms | p=(    3.34  -106.20   4.87) v=10.46 m/s [KF]
[lio] t=1317400982.826 | feat 2122/5522 | map   7878 | icp ok  iter  3 corr  1922 rms 0.0499    9.97 ms | p=(    2.93  -107.19   4.88) v=10.31 m/s [KF]
[lio] t=1317400982.930 | feat 2130/5699 | map   7855 | icp ok  iter  4 corr  1973 rms 0.0466   14.62 ms | p=(    2.52  -108.19   4.89) v=10.39 m/s [KF]
[lio] t=1317400983.033 | feat 2330/5878 | map   7886 | icp ok  iter  4 corr  2093 rms 0.0517   12.97 ms | p=(    2.11  -109.18   4.90) v=10.27 m/s [KF]
[lio] t=1317400983.137 | feat 2098/5544 | map   7961 | icp ok  iter  7 corr  1909 rms 0.0552   23.67 ms | p=(    1.70  -110.17   4.93) v=10.28 m/s [KF]
[lio] t=1317400983.241 | feat 2183/5576 | map   8034 | icp ok  iter  6 corr  2017 rms 0.0573   22.01 ms | p=(    1.29  -111.14   4.94) v=10.18 m/s [KF]
[lio] t=1317400983.345 | feat 2238/6023 | map   8112 | icp ok  iter  4 corr  2050 rms 0.0556   14.66 ms | p=(    0.87  -112.12   4.95) v=10.21 m/s [KF]
[lio] t=1317400983.449 | feat 2269/6558 | map   8154 | icp ok  iter  5 corr  1973 rms 0.0620   16.62 ms | p=(    0.46  -113.09   4.96) v=10.13 m/s [KF]
[lio] t=1317400983.552 | feat 2110/6702 | map   8281 | icp ok  iter  3 corr  1886 rms 0.0510   10.86 ms | p=(    0.05  -114.06   4.98) v=10.13 m/s [KF]
[lio] t=1317400983.656 | feat 2140/6520 | map   8381 | icp ok  iter  4 corr  1820 rms 0.0562   12.73 ms | p=(   -0.35  -115.04   4.98) v=10.13 m/s [KF]
[lio] t=1317400983.760 | feat 2184/6087 | map   8512 | icp ok  iter  4 corr  1923 rms 0.0538   13.76 ms | p=(   -0.77  -116.00   4.99) v=10.06 m/s [KF]
[lio] t=1317400983.864 | feat 2306/5818 | map   8618 | icp ok  iter  4 corr  2052 rms 0.0540   12.95 ms | p=(   -1.18  -116.95   5.01) v=10.00 m/s [KF]
[lio] t=1317400983.968 | feat 2158/5660 | map   8648 | icp ok  iter  5 corr  1899 rms 0.0616   16.65 ms | p=(   -1.59  -117.92   5.01) v=10.02 m/s [KF]
[lio] t=1317400984.071 | feat 2166/5570 | map   8717 | icp ok  iter  5 corr  1957 rms 0.0664   16.39 ms | p=(   -2.00  -118.85   5.02) v=9.84 m/s [KF]
[lio] t=1317400984.175 | feat 2296/5561 | map   8798 | icp ok  iter  4 corr  2068 rms 0.0530   13.92 ms | p=(   -2.43  -119.79   5.05) v=9.86 m/s [KF]
[lio] t=1317400984.279 | feat 2379/5683 | map   8884 | icp ok  iter  4 corr  2130 rms 0.0574   15.13 ms | p=(   -2.84  -120.73   5.02) v=9.87 m/s [KF]
[lio] t=1317400984.383 | feat 2215/5665 | map   8949 | icp ok  iter  5 corr  1992 rms 0.0657   16.59 ms | p=(   -3.26  -121.67   5.04) v=9.89 m/s [KF]
[lio] t=1317400984.487 | feat 2287/5479 | map   8990 | icp ok  iter  4 corr  2022 rms 0.0535   14.45 ms | p=(   -3.66  -122.60   5.06) v=9.75 m/s [KF]
[lio] t=1317400984.590 | feat 2308/5361 | map   8983 | icp ok  iter  4 corr  2072 rms 0.0562   14.84 ms | p=(   -4.08  -123.53   5.08) v=9.76 m/s [KF]
[lio] t=1317400984.694 | feat 2258/5365 | map   9083 | icp ok  iter  3 corr  2003 rms 0.0629   10.34 ms | p=(   -4.48  -124.45   5.08) v=9.64 m/s
[lio] t=1317400984.798 | feat 2212/5293 | map   9083 | icp ok  iter  4 corr  1890 rms 0.0519   13.27 ms | p=(   -4.88  -125.38   5.08) v=9.73 m/s [KF]
[lio] t=1317400984.902 | feat 2193/5278 | map   9205 | icp ok  iter  4 corr  1970 rms 0.0551   13.97 ms | p=(   -5.28  -126.29   5.08) v=9.58 m/s
[lio] t=1317400985.006 | feat 2357/5368 | map   9205 | icp ok  iter  4 corr  2087 rms 0.0803   14.90 ms | p=(   -5.68  -127.21   5.08) v=9.59 m/s [KF]
[lio] t=1317400985.110 | feat 2190/5368 | map   9325 | icp ok  iter  4 corr  1998 rms 0.0544   14.09 ms | p=(   -6.07  -128.12   5.08) v=9.50 m/s
[lio] t=1317400985.214 | feat 2189/5347 | map   9325 | icp ok  iter  3 corr  1966 rms 0.0571   11.22 ms | p=(   -6.47  -129.02   5.07) v=9.43 m/s [KF]
[lio] t=1317400985.317 | feat 2097/5225 | map   9335 | icp ok  iter  3 corr  1873 rms 0.0579    9.68 ms | p=(   -6.86  -129.92   5.07) v=9.40 m/s
[lio] t=1317400985.421 | feat 2080/5481 | map   9335 | icp ok  iter  4 corr  1824 rms 0.0573   13.75 ms | p=(   -7.25  -130.82   5.08) v=9.37 m/s [KF]
[lio] t=1317400985.525 | feat 2057/5858 | map   9398 | icp ok  iter  4 corr  1816 rms 0.0530   12.71 ms | p=(   -7.65  -131.70   5.09) v=9.28 m/s
[lio] t=1317400985.629 | feat 2033/6183 | map   9398 | icp ok  iter  4 corr  1657 rms 0.0681   12.18 ms | p=(   -8.03  -132.58   5.10) v=9.20 m/s [KF]
[lio] t=1317400985.733 | feat 2230/6331 | map   9577 | icp ok  iter  4 corr  1886 rms 0.0605   12.94 ms | p=(   -8.41  -133.45   5.10) v=9.11 m/s
[lio] t=1317400985.837 | feat 2405/6323 | map   9577 | icp ok  iter  3 corr  2048 rms 0.0650   11.74 ms | p=(   -8.79  -134.30   5.11) v=8.93 m/s [KF]
[lio] t=1317400985.941 | feat 2359/6290 | map   9875 | icp ok  iter  4 corr  2033 rms 0.0517   12.53 ms | p=(   -9.15  -135.15   5.12) v=8.77 m/s
[lio] t=1317400986.045 | feat 2434/6195 | map   9875 | icp ok  iter  4 corr  2073 rms 0.0607   14.60 ms | p=(   -9.51  -135.97   5.12) v=8.58 m/s [KF]
[lio] t=1317400986.149 | feat 2446/6148 | map  10065 | icp ok  iter  5 corr  2093 rms 0.0637   18.22 ms | p=(   -9.86  -136.78   5.11) v=8.41 m/s
[lio] t=1317400986.253 | feat 2344/5853 | map  10065 | icp ok  iter  4 corr  1962 rms 0.0586   15.99 ms | p=(  -10.22  -137.59   5.09) v=8.36 m/s [KF]
[lio] t=1317400986.356 | feat 2243/5557 | map  10176 | icp ok  iter  4 corr  1906 rms 0.0761   12.94 ms | p=(  -10.56  -138.37   5.10) v=8.12 m/s
[lio] t=1317400986.460 | feat 2206/5381 | map  10176 | icp ok  iter  4 corr  1803 rms 0.0688   12.24 ms | p=(  -10.90  -139.13   5.10) v=7.90 m/s [KF]
[lio] t=1317400986.564 | feat 2110/4925 | map  10276 | icp ok  iter  4 corr  1758 rms 0.0643   12.02 ms | p=(  -11.23  -139.87   5.11) v=7.75 m/s
[lio] t=1317400986.668 | feat 1862/4631 | map  10276 | icp ok  iter  5 corr  1571 rms 0.0586   12.83 ms | p=(  -11.55  -140.59   5.13) v=7.46 m/s [KF]
[lio] t=1317400986.772 | feat 1828/4403 | map  10293 | icp ok  iter  3 corr  1567 rms 0.0511    8.16 ms | p=(  -11.86  -141.31   5.14) v=7.35 m/s
[lio] t=1317400986.876 | feat 1826/4176 | map  10293 | icp ok  iter  5 corr  1546 rms 0.0532   14.34 ms | p=(  -12.15  -141.98   5.16) v=6.98 m/s [KF]
[lio] t=1317400986.980 | feat 1712/4052 | map  10266 | icp ok  iter  4 corr  1431 rms 0.0587   10.19 ms | p=(  -12.43  -142.63   5.17) v=6.66 m/s
[lio] t=1317400987.084 | feat 1573/4006 | map  10266 | icp ok  iter  4 corr  1260 rms 0.0771    9.37 ms | p=(  -12.69  -143.27   5.18) v=6.46 m/s [KF]
[lio] t=1317400987.188 | feat 1598/4351 | map  10237 | icp ok  iter  5 corr  1293 rms 0.0604   11.85 ms | p=(  -12.93  -143.87   5.18) v=6.13 m/s
[lio] t=1317400987.292 | feat 1941/5008 | map  10237 | icp ok  iter  4 corr  1518 rms 0.0691   11.02 ms | p=(  -13.17  -144.45   5.19) v=5.87 m/s [KF]
[lio] t=1317400987.396 | feat 1836/5658 | map  10242 | icp ok  iter  4 corr  1345 rms 0.0553    8.95 ms | p=(  -13.39  -145.00   5.20) v=5.54 m/s
[lio] t=1317400987.500 | feat 1926/6353 | map  10242 | icp ok  iter  4 corr  1345 rms 0.0559   10.02 ms | p=(  -13.59  -145.52   5.21) v=5.27 m/s [KF]
[lio] t=1317400987.604 | feat 2233/6476 | map  10201 | icp ok  iter  4 corr  1661 rms 0.0852   12.42 ms | p=(  -13.79  -146.03   5.23) v=5.09 m/s
[lio] t=1317400987.708 | feat 2315/6546 | map  10201 | icp ok  iter  4 corr  1711 rms 0.0778   11.98 ms | p=(  -13.99  -146.52   5.23) v=5.01 m/s [KF]
[lio] t=1317400987.812 | feat 2336/6727 | map  10272 | icp ok  iter  4 corr  1747 rms 0.0651   11.48 ms | p=(  -14.18  -147.01   5.23) v=5.01 m/s
[lio] t=1317400987.916 | feat 2479/6960 | map  10272 | icp ok  iter  4 corr  1889 rms 0.0690   13.44 ms | p=(  -14.37  -147.49   5.24) v=4.94 m/s [KF]
[lio] t=1317400988.020 | feat 2448/7196 | map  10314 | icp ok  iter  4 corr  1886 rms 0.0681   12.84 ms | p=(  -14.55  -147.98   5.24) v=4.97 m/s
[lio] t=1317400988.124 | feat 2374/7186 | map  10314 | icp ok  iter  3 corr  1841 rms 0.0819   10.51 ms | p=(  -14.74  -148.46   5.24) v=4.96 m/s [KF]
[lio] t=1317400988.228 | feat 2559/7233 | map  10357 | icp ok  iter  3 corr  1982 rms 0.0587   10.90 ms | p=(  -14.93  -148.95   5.26) v=4.97 m/s
[lio] t=1317400988.332 | feat 2530/7380 | map  10357 | icp ok  iter  3 corr  1937 rms 0.0654   11.26 ms | p=(  -15.12  -149.42   5.28) v=4.87 m/s [KF]
[lio] t=1317400988.437 | feat 2704/7494 | map  10510 | icp ok  iter  4 corr  2163 rms 0.0563   15.03 ms | p=(  -15.31  -149.88   5.28) v=4.79 m/s
[lio] t=1317400988.541 | feat 2715/7603 | map  10510 | icp ok  iter  4 corr  2154 rms 0.0524   15.07 ms | p=(  -15.49  -150.36   5.28) v=4.86 m/s [KF]
[lio] t=1317400988.645 | feat 2850/7594 | map  10642 | icp ok  iter  3 corr  2298 rms 0.0527   12.41 ms | p=(  -15.68  -150.83   5.28) v=4.79 m/s
[lio] t=1317400988.749 | feat 2722/7611 | map  10642 | icp ok  iter  3 corr  2172 rms 0.0663   11.69 ms | p=(  -15.86  -151.28   5.28) v=4.73 m/s
[lio] t=1317400988.853 | feat 2818/7637 | map  10642 | icp ok  iter  4 corr  2209 rms 0.0604   16.38 ms | p=(  -16.06  -151.74   5.29) v=4.77 m/s [KF]
[lio] t=1317400988.957 | feat 2946/7951 | map  10858 | icp ok  iter  4 corr  2425 rms 0.0642   17.41 ms | p=(  -16.24  -152.21   5.28) v=4.76 m/s
[lio] t=1317400989.061 | feat 2839/7988 | map  10858 | icp ok  iter  4 corr  2266 rms 0.0626   15.57 ms | p=(  -16.43  -152.66   5.30) v=4.73 m/s
[lio] t=1317400989.165 | feat 3011/8382 | map  10858 | icp ok  iter  3 corr  2395 rms 0.0624   13.10 ms | p=(  -16.63  -153.11   5.30) v=4.69 m/s [KF]
[lio] t=1317400989.269 | feat 3143/8660 | map  11108 | icp ok  iter  3 corr  2575 rms 0.0520   13.84 ms | p=(  -16.82  -153.57   5.31) v=4.73 m/s
[lio] t=1317400989.373 | feat 3127/8645 | map  11108 | icp ok  iter  3 corr  2535 rms 0.0571   13.40 ms | p=(  -17.01  -154.01   5.31) v=4.62 m/s
[lio] t=1317400989.477 | feat 3097/8788 | map  11108 | icp ok  iter  4 corr  2522 rms 0.0585   17.90 ms | p=(  -17.19  -154.46   5.31) v=4.65 m/s [KF]
[lio] t=1317400989.581 | feat 2977/8752 | map  11387 | icp ok  iter  5 corr  2500 rms 0.0674   21.00 ms | p=(  -17.38  -154.91   5.31) v=4.63 m/s
[lio] t=1317400989.685 | feat 3133/8783 | map  11387 | icp ok  iter  3 corr  2607 rms 0.0570   14.34 ms | p=(  -17.55  -155.36   5.31) v=4.55 m/s
[lio] t=1317400989.789 | feat 3169/8929 | map  11387 | icp ok  iter  4 corr  2657 rms 0.0629   18.52 ms | p=(  -17.72  -155.78   5.31) v=4.42 m/s [KF]
[lio] t=1317400989.893 | feat 3254/9035 | map  11640 | icp ok  iter  4 corr  2793 rms 0.0602   20.47 ms | p=(  -17.88  -156.22   5.31) v=4.42 m/s
[lio] t=1317400989.996 | feat 3140/8838 | map  11640 | icp ok  iter  4 corr  2653 rms 0.0847   21.17 ms | p=(  -18.04  -156.67   5.31) v=4.47 m/s
[lio] t=1317400990.100 | feat 3080/8898 | map  11640 | icp ok  iter  5 corr  2553 rms 0.1114   24.47 ms | p=(  -18.16  -157.11   5.31) v=4.33 m/s [KF]
[lio] t=1317400990.204 | feat 3088/8994 | map  11907 | icp ok  iter  4 corr  2611 rms 0.1030   21.48 ms | p=(  -18.29  -157.54   5.33) v=4.27 m/s
[lio] t=1317400990.307 | feat 3133/9195 | map  11907 | icp ok  iter  5 corr  2636 rms 0.1326   26.94 ms | p=(  -18.41  -157.95   5.33) v=4.14 m/s
[lio] t=1317400990.411 | feat 3109/9348 | map  11907 | icp ok  iter  4 corr  2586 rms 0.1242   21.44 ms | p=(  -18.51  -158.34   5.34) v=3.93 m/s [KF]
[lio] t=1317400990.515 | feat 3109/9382 | map  12207 | icp ok  iter  5 corr  2613 rms 0.1053   25.87 ms | p=(  -18.59  -158.75   5.34) v=3.92 m/s
[lio] t=1317400990.618 | feat 3081/9321 | map  12207 | icp ok  iter  5 corr  2572 rms 0.1032   22.78 ms | p=(  -18.65  -159.13   5.35) v=3.79 m/s
[lio] t=1317400990.722 | feat 2962/9267 | map  12207 | icp ok  iter  5 corr  2523 rms 0.1011   23.39 ms | p=(  -18.73  -159.51   5.35) v=3.71 m/s [KF]
[lio] t=1317400990.826 | feat 2931/9211 | map  12400 | icp ok  iter  5 corr  2495 rms 0.1289   26.14 ms | p=(  -18.77  -159.90   5.36) v=3.70 m/s
[lio] t=1317400990.929 | feat 2836/9301 | map  12400 | icp ok  iter  4 corr  2409 rms 0.0921   17.70 ms | p=(  -18.81  -160.27   5.37) v=3.62 m/s
[lio] t=1317400991.033 | feat 2727/9289 | map  12400 | icp ok  iter  6 corr  2319 rms 0.1094   28.88 ms | p=(  -18.79  -160.68   5.38) v=3.78 m/s [KF]
[lio] t=1317400991.137 | feat 2825/9270 | map  12439 | icp ok  iter  5 corr  2359 rms 0.0887   23.99 ms | p=(  -18.77  -161.05   5.38) v=3.63 m/s
[lio] t=1317400991.241 | feat 2640/9160 | map  12439 | icp ok  iter  5 corr  2208 rms 0.0965   21.43 ms | p=(  -18.76  -161.45   5.39) v=3.75 m/s
[lio] t=1317400991.345 | feat 2744/9065 | map  12439 | icp ok  iter  4 corr  2279 rms 0.0979   18.51 ms | p=(  -18.71  -161.83   5.40) v=3.76 m/s [KF]
[lio] t=1317400991.448 | feat 2813/9108 | map  12511 | icp ok  iter  4 corr  2392 rms 0.0869   19.16 ms | p=(  -18.66  -162.24   5.42) v=3.92 m/s
[lio] t=1317400991.552 | feat 2609/9065 | map  12511 | icp ok  iter  6 corr  2203 rms 0.0859   26.66 ms | p=(  -18.59  -162.63   5.44) v=3.92 m/s
[lio] t=1317400991.656 | feat 2528/9075 | map  12511 | icp ok  iter  4 corr  2114 rms 0.1001   16.80 ms | p=(  -18.50  -163.02   5.46) v=3.92 m/s [KF]
[lio] t=1317400991.760 | feat 2662/9014 | map  12492 | icp ok  iter  4 corr  2293 rms 0.0819   16.76 ms | p=(  -18.39  -163.43   5.48) v=4.07 m/s
[lio] t=1317400991.864 | feat 2565/8977 | map  12492 | icp ok  iter  4 corr  2118 rms 0.0957   16.06 ms | p=(  -18.25  -163.84   5.50) v=4.13 m/s
[lio] t=1317400991.968 | feat 2594/8908 | map  12492 | icp ok  iter  6 corr  2174 rms 0.1007   25.07 ms | p=(  -18.08  -164.26   5.51) v=4.33 m/s [KF]
[lio] t=1317400992.072 | feat 2589/8993 | map  12570 | icp ok  iter  5 corr  2184 rms 0.0676   19.63 ms | p=(  -17.95  -164.67   5.54) v=4.29 m/s
[lio] t=1317400992.175 | feat 2605/8915 | map  12570 | icp ok  iter  7 corr  2157 rms 0.0821   27.97 ms | p=(  -17.74  -165.12   5.57) v=4.61 m/s
[lio] t=1317400992.279 | feat 2481/8848 | map  12570 | icp ok  iter  5 corr  2001 rms 0.0967   19.96 ms | p=(  -17.54  -165.55   5.59) v=4.65 m/s [KF]
[lio] t=1317400992.384 | feat 2431/8683 | map  12673 | icp ok  iter  5 corr  2003 rms 0.0769   20.08 ms | p=(  -17.30  -166.00   5.61) v=4.84 m/s
[lio] t=1317400992.488 | feat 2389/8585 | map  12673 | icp ok  iter  6 corr  1967 rms 0.0815   20.63 ms | p=(  -17.06  -166.43   5.64) v=4.85 m/s
[lio] t=1317400992.592 | feat 2319/8682 | map  12673 | icp ok  iter  5 corr  1878 rms 0.0877   18.84 ms | p=(  -16.79  -166.91   5.67) v=5.19 m/s [KF]
[lio] t=1317400992.696 | feat 2349/8684 | map  12662 | icp ok  iter  5 corr  1906 rms 0.0744   18.22 ms | p=(  -16.52  -167.36   5.70) v=5.18 m/s
[lio] t=1317400992.800 | feat 2336/8837 | map  12662 | icp ok  iter  9 corr  1898 rms 0.0774   33.49 ms | p=(  -16.27  -167.79   5.74) v=5.00 m/s [KF]
[lio] t=1317400992.904 | feat 2257/8759 | map  12708 | icp ok  iter  8 corr  1863 rms 0.0801   27.72 ms | p=(  -15.91  -168.33   5.77) v=5.83 m/s
[lio] t=1317400993.009 | feat 2171/8889 | map  12708 | icp ok  iter  5 corr  1742 rms 0.0806   17.31 ms | p=(  -15.57  -168.82   5.80) v=5.80 m/s [KF]
[lio] t=1317400993.113 | feat 2189/8856 | map  12667 | icp ok  iter  4 corr  1793 rms 0.0778   14.40 ms | p=(  -15.22  -169.34   5.83) v=5.99 m/s
[lio] t=1317400993.217 | feat 2361/9029 | map  12667 | icp ok  iter  5 corr  1927 rms 0.0838   18.94 ms | p=(  -14.88  -169.86   5.87) v=6.04 m/s [KF]
[lio] t=1317400993.321 | feat 2241/8695 | map  12626 | icp ok  iter  6 corr  1769 rms 0.0789   21.24 ms | p=(  -14.51  -170.37   5.89) v=6.16 m/s
[lio] t=1317400993.425 | feat 2344/8528 | map  12626 | icp ok  iter  5 corr  1846 rms 0.0803   17.49 ms | p=(  -14.12  -170.91   5.92) v=6.37 m/s [KF]
[lio] t=1317400993.529 | feat 2253/8400 | map  12595 | icp ok  iter  5 corr  1790 rms 0.0774   16.49 ms | p=(  -13.76  -171.42   5.94) v=6.17 m/s
[lio] t=1317400993.633 | feat 2317/8385 | map  12595 | icp ok  iter  6 corr  1840 rms 0.0689   20.91 ms | p=(  -13.29  -172.02   5.98) v=6.95 m/s [KF]
[lio] t=1317400993.738 | feat 2238/8284 | map  12597 | icp ok  iter  8 corr  1807 rms 0.0655   25.86 ms | p=(  -12.88  -172.58   5.99) v=6.87 m/s
[lio] t=1317400993.842 | feat 2302/8086 | map  12597 | icp ok  iter  5 corr  1795 rms 0.0693   16.91 ms | p=(  -12.47  -173.15   6.05) v=6.85 m/s [KF]
[lio] t=1317400993.946 | feat 2243/8124 | map  12644 | icp ok  iter  4 corr  1802 rms 0.0642   12.78 ms | p=(  -12.03  -173.75   6.08) v=7.08 m/s
[lio] t=1317400994.050 | feat 2331/7921 | map  12644 | icp ok  iter  5 corr  1838 rms 0.0720   17.15 ms | p=(  -11.49  -174.43   6.12) v=7.89 m/s [KF]
[lio] t=1317400994.154 | feat 2141/7854 | map  12751 | icp ok  iter  6 corr  1712 rms 0.0572   19.76 ms | p=(  -11.08  -175.02   6.16) v=7.37 m/s
[lio] t=1317400994.259 | feat 2201/8001 | map  12751 | icp ok  iter  5 corr  1762 rms 0.0663   16.38 ms | p=(  -10.61  -175.69   6.20) v=7.72 m/s [KF]
[lio] t=1317400994.363 | feat 2185/8059 | map  12861 | icp ok  iter  4 corr  1744 rms 0.0619   12.76 ms | p=(  -10.15  -176.34   6.24) v=7.72 m/s
[lio] t=1317400994.467 | feat 2067/8070 | map  12861 | icp ok  iter  4 corr  1571 rms 0.0578   10.82 ms | p=(   -9.68  -177.01   6.28) v=7.88 m/s [KF]
[lio] t=1317400994.571 | feat 2116/8112 | map  12998 | icp ok  iter  5 corr  1658 rms 0.0903   14.71 ms | p=(   -9.21  -177.70   6.32) v=7.99 m/s
