[INFO] [1789098119.323686397] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-point ICP)
[INFO] [1789098119.323825512] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789098119.323834789] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789098119.323840992] [lidar_inertial_odometer]:   ring   : selection=all band=[16,47] -> 32/64 ch (dropped 16 above + 16 below)
[INFO] [1789098119.323848039] [lidar_inertial_odometer]:   input  : voxelized points (no normal estimation)
[INFO] [1789098124.844418102] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789098129.904541426] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317400978.569 | feat 3281/55950 | map  12604 | icp ok  iter 12 corr  3281 rms 0.2533   48.98 ms | p=(   14.03   -66.33   1.20) v=10.66 m/s [KF]
[lio] t=1317400978.673 | feat 3351/57239 | map  12748 | icp ok  iter 50 corr  3350 rms 0.2165  195.74 ms | p=(   13.71   -66.99   1.19) v=8.57 m/s
[lio] t=1317400978.777 | feat 3393/56598 | map  12748 | icp ok  iter 21 corr  3393 rms 0.2664   69.68 ms | p=(   13.29   -67.86   1.16) v=9.05 m/s [KF]
[lio] t=1317400978.881 | feat 3290/55601 | map  12898 | icp ok  iter 30 corr  3290 rms 0.2772  114.22 ms | p=(   12.75   -68.96   1.13) v=10.81 m/s [KF]
[lio] t=1317400978.985 | feat 3234/54513 | map  12951 | icp ok  iter 12 corr  3230 rms 0.2831   36.98 ms | p=(   12.25   -70.00   1.10) v=11.05 m/s [KF]
[lio] t=1317400979.089 | feat 3137/53355 | map  12991 | icp ok  iter  4 corr  3137 rms 0.2236   13.93 ms | p=(   11.75   -71.04   1.06) v=11.20 m/s [KF]
[lio] t=1317400979.192 | feat 3110/52465 | map  13028 | icp ok  iter 10 corr  3105 rms 0.2502   30.17 ms | p=(   11.24   -72.11   1.02) v=11.39 m/s [KF]
[lio] t=1317400979.296 | feat 3085/51640 | map  13237 | icp ok  iter  8 corr  3085 rms 0.2066   24.77 ms | p=(   10.73   -73.17   0.99) v=11.39 m/s [KF]
[lio] t=1317400979.400 | feat 2905/52687 | map  13233 | icp ok  iter 12 corr  2905 rms 0.2155   35.72 ms | p=(   10.21   -74.23   0.95) v=11.37 m/s [KF]
[lio] t=1317400979.504 | feat 2794/53897 | map  13116 | icp ok  iter 10 corr  2794 rms 0.2102   29.70 ms | p=(    9.69   -75.28   0.92) v=11.31 m/s [KF]
[lio] t=1317400979.608 | feat 2686/55552 | map  12938 | icp ok  iter 16 corr  2686 rms 0.2156   43.41 ms | p=(    9.18   -76.33   0.87) v=11.36 m/s [KF]
[lio] t=1317400979.712 | feat 2640/56577 | map  12617 | icp ok  iter 14 corr  2638 rms 0.2697   35.51 ms | p=(    8.66   -77.38   0.83) v=11.31 m/s [KF]
[lio] t=1317400979.816 | feat 2498/57120 | map  12459 | icp ok  iter 15 corr  2498 rms 0.2588   35.19 ms | p=(    8.15   -78.43   0.79) v=11.27 m/s [KF]
[lio] t=1317400979.920 | feat 2492/57325 | map  12190 | icp ok  iter 28 corr  2491 rms 0.2918   70.86 ms | p=(    7.58   -79.55   0.75) v=11.81 m/s [KF]
[lio] t=1317400980.024 | feat 2577/57775 | map  11948 | icp ok  iter 10 corr  2577 rms 0.3209   27.53 ms | p=(    7.04   -80.62   0.70) v=11.70 m/s [KF]
[lio] t=1317400980.128 | feat 2641/57863 | map  11710 | icp ok  iter 10 corr  2641 rms 0.2263   28.63 ms | p=(    6.52   -81.67   0.66) v=11.46 m/s [KF]
[lio] t=1317400980.231 | feat 2640/56600 | map  11375 | icp ok  iter  9 corr  2640 rms 0.1987   24.08 ms | p=(    6.00   -82.75   0.61) v=11.53 m/s [KF]
[lio] t=1317400980.335 | feat 2652/56230 | map  11079 | icp ok  iter 11 corr  2651 rms 0.2638   28.21 ms | p=(    5.46   -83.81   0.57) v=11.52 m/s [KF]
[lio] t=1317400980.439 | feat 2748/56773 | map  10962 | icp ok  iter  9 corr  2734 rms 0.2278   26.03 ms | p=(    4.94   -84.88   0.53) v=11.51 m/s [KF]
[lio] t=1317400980.543 | feat 2777/57700 | map  10908 | icp ok  iter 10 corr  2772 rms 0.2711   28.38 ms | p=(    4.41   -85.95   0.49) v=11.56 m/s [KF]
[lio] t=1317400980.646 | feat 2832/58701 | map  10876 | icp ok  iter 11 corr  2832 rms 0.3111   35.65 ms | p=(    3.89   -86.99   0.44) v=11.38 m/s [KF]
[lio] t=1317400980.750 | feat 2905/59196 | map  10895 | icp ok  iter 11 corr  2880 rms 0.3027   30.53 ms | p=(    3.38   -88.05   0.39) v=11.37 m/s [KF]
[lio] t=1317400980.854 | feat 2944/59568 | map  11011 | icp ok  iter 15 corr  2944 rms 0.2863   41.84 ms | p=(    2.88   -89.09   0.34) v=11.29 m/s [KF]
[lio] t=1317400980.958 | feat 2935/59520 | map  11101 | icp ok  iter 15 corr  2935 rms 0.2246   36.19 ms | p=(    2.37   -90.15   0.28) v=11.34 m/s [KF]
[lio] t=1317400981.062 | feat 2955/59328 | map  10983 | icp ok  iter 20 corr  2955 rms 0.2214   53.26 ms | p=(    1.87   -91.20   0.23) v=11.31 m/s [KF]
[lio] t=1317400981.165 | feat 2915/59422 | map  10947 | icp ok  iter 12 corr  2915 rms 0.2408   34.19 ms | p=(    1.37   -92.24   0.18) v=11.24 m/s [KF]
[lio] t=1317400981.269 | feat 2780/59287 | map  10967 | icp ok  iter 50 corr  2778 rms 0.2743  169.07 ms | p=(    0.99   -93.04   0.15) v=9.63 m/s
[lio] t=1317400981.373 | feat 2691/59193 | map  10967 | icp ok  iter 34 corr  2653 rms 0.4282   97.52 ms | p=(    0.51   -94.07   0.09) v=10.45 m/s [KF]
[lio] t=1317400981.477 | feat 2627/59095 | map  10861 | icp ok  iter 21 corr  2627 rms 0.2270   61.51 ms | p=(    0.01   -95.11   0.05) v=10.90 m/s [KF]
[lio] t=1317400981.580 | feat 2617/59028 | map  10687 | icp ok  iter 13 corr  2617 rms 0.2024   37.10 ms | p=(   -0.49   -96.16   0.01) v=11.17 m/s [KF]
[lio] t=1317400981.684 | feat 2615/59087 | map  10446 | icp ok  iter 13 corr  2612 rms 0.2247   35.04 ms | p=(   -1.00   -97.23  -0.03) v=11.38 m/s [KF]
[lio] t=1317400981.788 | feat 2651/59313 | map  10258 | icp ok  iter 13 corr  2651 rms 0.2148   34.02 ms | p=(   -1.52   -98.31  -0.08) v=11.51 m/s [KF]
[lio] t=1317400981.892 | feat 2682/59696 | map  10018 | icp ok  iter 17 corr  2681 rms 0.2904   45.73 ms | p=(   -2.01   -99.37  -0.13) v=11.37 m/s [KF]
[lio] t=1317400981.995 | feat 2663/58708 | map   9880 | icp ok  iter 19 corr  2651 rms 0.4030   44.41 ms | p=(   -2.50  -100.45  -0.17) v=11.43 m/s [KF]
[lio] t=1317400982.099 | feat 2720/57255 | map   9819 | icp ok  iter 15 corr  2708 rms 0.3788   36.00 ms | p=(   -2.98  -101.52  -0.22) v=11.38 m/s [KF]
[lio] t=1317400982.203 | feat 2756/56860 | map   9822 | icp ok  iter  3 corr  2756 rms 0.2383   10.52 ms | p=(   -3.48  -102.60  -0.27) v=11.51 m/s [KF]
[lio] t=1317400982.307 | feat 2747/57481 | map   9766 | icp ok  iter 10 corr  2747 rms 0.1845   25.17 ms | p=(   -3.98  -103.69  -0.31) v=11.56 m/s [KF]
[lio] t=1317400982.411 | feat 2802/58766 | map   9673 | icp ok  iter 18 corr  2802 rms 0.1953   46.76 ms | p=(   -4.48  -104.76  -0.34) v=11.50 m/s [KF]
[lio] t=1317400982.514 | feat 2826/59673 | map   9575 | icp ok  iter  9 corr  2826 rms 0.2177   23.56 ms | p=(   -4.99  -105.85  -0.39) v=11.58 m/s [KF]
[lio] t=1317400982.618 | feat 2800/59775 | map   9518 | icp ok  iter  8 corr  2800 rms 0.1797   21.64 ms | p=(   -5.49  -106.95  -0.43) v=11.64 m/s [KF]
[lio] t=1317400982.722 | feat 2829/59745 | map   9423 | icp ok  iter 14 corr  2829 rms 0.1933   38.81 ms | p=(   -5.98  -108.02  -0.48) v=11.47 m/s [KF]
[lio] t=1317400982.826 | feat 2855/59687 | map   9340 | icp ok  iter  8 corr  2855 rms 0.2213   21.98 ms | p=(   -6.48  -109.11  -0.55) v=11.53 m/s [KF]
[lio] t=1317400982.930 | feat 2907/59618 | map   9332 | icp ok  iter 11 corr  2859 rms 0.2421   31.58 ms | p=(   -6.99  -110.22  -0.61) v=11.75 m/s [KF]
[lio] t=1317400983.033 | feat 2903/59578 | map   9340 | icp ok  iter 10 corr  2898 rms 0.2501   30.42 ms | p=(   -7.50  -111.31  -0.67) v=11.64 m/s [KF]
[lio] t=1317400983.137 | feat 2817/58949 | map   9391 | icp ok  iter  7 corr  2816 rms 0.2713   19.73 ms | p=(   -8.00  -112.39  -0.73) v=11.55 m/s [KF]
[lio] t=1317400983.241 | feat 2743/58227 | map   9427 | icp ok  iter 10 corr  2734 rms 0.3375   28.98 ms | p=(   -8.49  -113.44  -0.79) v=11.33 m/s [KF]
[lio] t=1317400983.345 | feat 2734/57416 | map   9440 | icp ok  iter 11 corr  2694 rms 0.2469   27.52 ms | p=(   -8.99  -114.50  -0.84) v=11.33 m/s [KF]
[lio] t=1317400983.449 | feat 2917/56223 | map   9405 | icp ok  iter 12 corr  2913 rms 0.3541   33.02 ms | p=(   -9.47  -115.59  -0.89) v=11.45 m/s [KF]
[lio] t=1317400983.552 | feat 2945/54124 | map   9431 | icp ok  iter 14 corr  2940 rms 0.2907   38.61 ms | p=(   -9.96  -116.65  -0.94) v=11.37 m/s [KF]
[lio] t=1317400983.656 | feat 2933/51869 | map   9534 | icp ok  iter 10 corr  2932 rms 0.2399   31.61 ms | p=(  -10.46  -117.72  -1.00) v=11.41 m/s [KF]
[lio] t=1317400983.760 | feat 2850/49287 | map   9465 | icp ok  iter 12 corr  2850 rms 0.2361   36.41 ms | p=(  -10.98  -118.83  -1.06) v=11.61 m/s [KF]
[lio] t=1317400983.864 | feat 2688/46414 | map   9344 | icp ok  iter 15 corr  2686 rms 0.2087   42.21 ms | p=(  -11.47  -119.88  -1.12) v=11.38 m/s [KF]
[lio] t=1317400983.968 | feat 2541/45456 | map   9109 | icp ok  iter  9 corr  2541 rms 0.3241   23.62 ms | p=(  -11.95  -120.94  -1.20) v=11.28 m/s [KF]
[lio] t=1317400984.071 | feat 2404/45017 | map   9180 | icp ok  iter 27 corr  2380 rms 0.3872   67.10 ms | p=(  -12.50  -122.07  -1.27) v=11.75 m/s [KF]
[lio] t=1317400984.175 | feat 2305/44221 | map   9308 | icp ok  iter 21 corr  2287 rms 0.4090   46.96 ms | p=(  -13.00  -123.12  -1.34) v=11.47 m/s [KF]
[lio] t=1317400984.279 | feat 2250/43127 | map   9375 | icp ok  iter 15 corr  2249 rms 0.2541   34.15 ms | p=(  -13.48  -124.17  -1.41) v=11.33 m/s [KF]
[lio] t=1317400984.383 | feat 2272/42287 | map   9451 | icp ok  iter  9 corr  2271 rms 0.2008   18.57 ms | p=(  -13.98  -125.24  -1.47) v=11.38 m/s [KF]
[lio] t=1317400984.487 | feat 2276/42367 | map   9417 | icp ok  iter 15 corr  2276 rms 0.2095   33.98 ms | p=(  -14.50  -126.34  -1.52) v=11.59 m/s [KF]
[lio] t=1317400984.590 | feat 2323/44079 | map   9395 | icp ok  iter 13 corr  2323 rms 0.2087   28.75 ms | p=(  -15.01  -127.42  -1.58) v=11.52 m/s [KF]
[lio] t=1317400984.694 | feat 2301/46021 | map   9380 | icp ok  iter  5 corr  2301 rms 0.2060   11.54 ms | p=(  -15.51  -128.49  -1.66) v=11.48 m/s [KF]
[lio] t=1317400984.798 | feat 2199/48420 | map   9448 | icp ok  iter  8 corr  2199 rms 0.1928   17.12 ms | p=(  -16.01  -129.57  -1.73) v=11.48 m/s [KF]
[lio] t=1317400984.902 | feat 2186/50522 | map   9459 | icp ok  iter  8 corr  2186 rms 0.2504   15.93 ms | p=(  -16.51  -130.64  -1.82) v=11.45 m/s [KF]
[lio] t=1317400985.006 | feat 2266/51235 | map   9510 | icp ok  iter 32 corr  2266 rms 0.3233   66.63 ms | p=(  -17.00  -131.66  -1.90) v=11.14 m/s [KF]
[lio] t=1317400985.110 | feat 2268/51185 | map   9608 | icp ok  iter 16 corr  2267 rms 0.3162   38.57 ms | p=(  -17.50  -132.74  -2.00) v=11.38 m/s [KF]
[lio] t=1317400985.214 | feat 2263/50678 | map   9728 | icp ok  iter  9 corr  2263 rms 0.2971   18.06 ms | p=(  -17.99  -133.81  -2.07) v=11.36 m/s [KF]
[lio] t=1317400985.317 | feat 2256/50901 | map   9852 | icp ok  iter 10 corr  2254 rms 0.3008   21.65 ms | p=(  -18.50  -134.89  -2.15) v=11.44 m/s [KF]
[lio] t=1317400985.421 | feat 2256/49457 | map   9891 | icp ok  iter 12 corr  2237 rms 0.2863   30.27 ms | p=(  -19.03  -136.01  -2.22) v=11.77 m/s [KF]
[lio] t=1317400985.525 | feat 2322/48751 | map   9941 | icp ok  iter 13 corr  2322 rms 0.2963   32.07 ms | p=(  -19.53  -137.06  -2.29) v=11.43 m/s [KF]
[lio] t=1317400985.629 | feat 2455/47780 | map   9954 | icp ok  iter  6 corr  2451 rms 0.3902   13.95 ms | p=(  -20.03  -138.14  -2.35) v=11.44 m/s [KF]
[lio] t=1317400985.733 | feat 2630/47188 | map  10011 | icp ok  iter  6 corr  2630 rms 0.3544   14.91 ms | p=(  -20.53  -139.22  -2.42) v=11.44 m/s [KF]
[lio] t=1317400985.837 | feat 2776/48990 | map  10102 | icp ok  iter 12 corr  2776 rms 0.2164   34.03 ms | p=(  -21.01  -140.27  -2.48) v=11.22 m/s [KF]
[lio] t=1317400985.941 | feat 2856/51388 | map  10171 | icp ok  iter 44 corr  2856 rms 0.2511  151.94 ms | p=(  -21.35  -141.04  -2.54) v=9.29 m/s
[lio] t=1317400986.045 | feat 2909/53317 | map  10171 | icp ok  iter 21 corr  2909 rms 0.3555   68.94 ms | p=(  -21.68  -141.75  -2.60) v=8.15 m/s [KF]
[lio] t=1317400986.149 | feat 2904/54678 | map  10284 | icp ok  iter  8 corr  2904 rms 0.2617   24.01 ms | p=(  -22.04  -142.49  -2.66) v=7.91 m/s
[lio] t=1317400986.253 | feat 2856/56216 | map  10284 | icp ok  iter  9 corr  2839 rms 0.4024   25.16 ms | p=(  -22.37  -143.21  -2.73) v=7.72 m/s [KF]
[lio] t=1317400986.356 | feat 2881/55892 | map  10304 | icp ok  iter 10 corr  2879 rms 0.2689   26.33 ms | p=(  -22.71  -143.91  -2.78) v=7.49 m/s
[lio] t=1317400986.460 | feat 2775/53958 | map  10304 | icp ok  iter  9 corr  2767 rms 0.3539   24.25 ms | p=(  -23.05  -144.62  -2.84) v=7.49 m/s [KF]
[lio] t=1317400986.564 | feat 2652/49363 | map  10253 | icp ok  iter  6 corr  2652 rms 0.1863   18.75 ms | p=(  -23.40  -145.35  -2.88) v=7.57 m/s
[lio] t=1317400986.668 | feat 2496/46263 | map  10253 | icp ok  iter 11 corr  2496 rms 0.2185   26.14 ms | p=(  -23.74  -146.07  -2.93) v=7.53 m/s [KF]
[lio] t=1317400986.772 | feat 2346/43513 | map  10067 | icp ok  iter 10 corr  2346 rms 0.1641   25.67 ms | p=(  -24.09  -146.80  -2.97) v=7.56 m/s
[lio] t=1317400986.876 | feat 2072/39785 | map  10067 | icp ok  iter 15 corr  2059 rms 0.2305   31.01 ms | p=(  -24.42  -147.50  -3.02) v=7.38 m/s [KF]
[lio] t=1317400986.980 | feat 1930/37655 | map   9786 | icp ok  iter  6 corr  1930 rms 0.2510   12.38 ms | p=(  -24.72  -148.19  -3.06) v=7.16 m/s
[lio] t=1317400987.084 | feat 1830/34768 | map   9786 | icp ok  iter 31 corr  1828 rms 0.4960   62.60 ms | p=(  -24.88  -148.74  -3.11) v=5.99 m/s [KF]
[lio] t=1317400987.188 | feat 1831/34844 | map   9592 | icp ok  iter 19 corr  1831 rms 0.3631   40.12 ms | p=(  -25.21  -149.45  -3.16) v=6.79 m/s
[lio] t=1317400987.292 | feat 1903/36219 | map   9592 | icp ok  iter 47 corr  1864 rms 0.5120   91.16 ms | p=(  -25.39  -150.00  -3.19) v=5.92 m/s [KF]
[lio] t=1317400987.396 | feat 1987/38906 | map   9616 | icp ok  iter 18 corr  1983 rms 0.4172   45.36 ms | p=(  -25.67  -150.67  -3.23) v=6.41 m/s
[lio] t=1317400987.500 | feat 2071/40033 | map   9616 | icp ok  iter 22 corr  2054 rms 0.5497   52.42 ms | p=(  -25.82  -151.08  -3.24) v=4.92 m/s [KF]
[lio] t=1317400987.604 | feat 2221/40921 | map   9768 | icp ok  iter 13 corr  2213 rms 0.3002   29.42 ms | p=(  -26.01  -151.50  -3.27) v=4.54 m/s
[lio] t=1317400987.708 | feat 2365/41604 | map   9768 | icp ok  iter 23 corr  2318 rms 0.5006   57.41 ms | p=(  -26.12  -151.82  -3.29) v=3.75 m/s
[lio] t=1317400987.812 | feat 2541/43248 | map   9768 | icp ok  iter  7 corr  2411 rms 0.6530   16.32 ms | p=(  -26.27  -152.18  -3.32) v=3.78 m/s [KF]
[lio] t=1317400987.916 | feat 2794/45168 | map  10375 | icp ok  iter  9 corr  2793 rms 0.4338   26.50 ms | p=(  -26.40  -152.60  -3.34) v=4.04 m/s
[lio] t=1317400988.020 | feat 2895/47014 | map  10375 | icp ok  iter 13 corr  2828 rms 0.4762   36.08 ms | p=(  -26.57  -153.00  -3.37) v=4.20 m/s
[lio] t=1317400988.124 | feat 2979/45717 | map  10375 | icp ok  iter 44 corr  2901 rms 0.4818  150.90 ms | p=(  -26.84  -153.69  -3.41) v=5.97 m/s [KF]
[lio] t=1317400988.228 | feat 2940/45188 | map  10890 | icp ok  iter 27 corr  2940 rms 0.2698   92.39 ms | p=(  -27.05  -154.03  -3.43) v=4.66 m/s
[lio] t=1317400988.332 | feat 3018/45238 | map  10890 | icp ok  iter 26 corr  3018 rms 0.2776   73.11 ms | p=(  -27.16  -154.48  -3.45) v=4.52 m/s
[lio] t=1317400988.437 | feat 3086/45461 | map  10890 | icp ok  iter 26 corr  3085 rms 0.3453   82.88 ms | p=(  -27.35  -154.83  -3.48) v=4.14 m/s [KF]
[lio] t=1317400988.541 | feat 3195/46068 | map  11327 | icp ok  iter 13 corr  3193 rms 0.3399   41.74 ms | p=(  -27.52  -155.26  -3.51) v=4.35 m/s
[lio] t=1317400988.645 | feat 3207/46984 | map  11327 | icp ok  iter 23 corr  3193 rms 0.4117   77.29 ms | p=(  -27.65  -155.63  -3.55) v=4.01 m/s
[lio] t=1317400988.749 | feat 3222/47712 | map  11327 | icp ok  iter 20 corr  3200 rms 0.4407   62.79 ms | p=(  -27.80  -155.98  -3.57) v=3.84 m/s [KF]
[lio] t=1317400988.853 | feat 3275/47352 | map  11723 | icp ok  iter 12 corr  3275 rms 0.2090   38.52 ms | p=(  -27.96  -156.38  -3.60) v=4.05 m/s
[lio] t=1317400988.957 | feat 3322/47504 | map  11723 | icp ok  iter  8 corr  3322 rms 0.2909   28.10 ms | p=(  -28.11  -156.79  -3.62) v=4.19 m/s
[lio] t=1317400989.061 | feat 3399/48048 | map  11723 | icp ok  iter 13 corr  3399 rms 0.3452   44.33 ms | p=(  -28.30  -157.18  -3.65) v=4.22 m/s [KF]
[lio] t=1317400989.165 | feat 3504/48471 | map  12071 | icp ok  iter 15 corr  3504 rms 0.2654   50.19 ms | p=(  -28.46  -157.60  -3.68) v=4.32 m/s
[lio] t=1317400989.269 | feat 3686/49398 | map  12071 | icp ok  iter 50 corr  3684 rms 0.3419  212.81 ms | p=(  -28.70  -158.23  -3.73) v=5.71 m/s [KF]
[lio] t=1317400989.373 | feat 3782/49958 | map  12402 | icp ok  iter 24 corr  3782 rms 0.2172  113.85 ms | p=(  -28.84  -158.59  -3.75) v=4.50 m/s
[lio] t=1317400989.477 | feat 3811/50481 | map  12402 | icp ok  iter 11 corr  3811 rms 0.2648   42.48 ms | p=(  -29.04  -159.02  -3.79) v=4.61 m/s
[lio] t=1317400989.581 | feat 3832/51641 | map  12402 | icp ok  iter 50 corr  3829 rms 0.2884  231.91 ms | p=(  -29.33  -159.66  -3.85) v=5.91 m/s [KF]
[lio] t=1317400989.685 | feat 3851/52858 | map  12681 | icp ok  iter 25 corr  3851 rms 0.1990  103.09 ms | p=(  -29.50  -160.04  -3.88) v=4.77 m/s
[lio] t=1317400989.789 | feat 3960/53767 | map  12681 | icp ok  iter 14 corr  3960 rms 0.2435   62.28 ms | p=(  -29.66  -160.39  -3.91) v=4.14 m/s
[lio] t=1317400989.893 | feat 3971/55218 | map  12681 | icp ok  iter 18 corr  3971 rms 0.2979   79.63 ms | p=(  -29.83  -160.75  -3.94) v=3.94 m/s [KF]
[lio] t=1317400989.996 | feat 3930/56120 | map  12960 | icp ok  iter 22 corr  3930 rms 0.1961  101.67 ms | p=(  -30.09  -161.16  -3.98) v=4.38 m/s
[lio] t=1317400990.100 | feat 3822/56824 | map  12960 | icp ok  iter 50 corr  3822 rms 0.2280  223.26 ms | p=(  -30.22  -161.67  -4.02) v=4.77 m/s [KF]
[lio] t=1317400990.204 | feat 3799/57512 | map  13034 | icp ok  iter 23 corr  3799 rms 0.2147   98.85 ms | p=(  -30.36  -162.03  -4.05) v=4.15 m/s
[lio] t=1317400990.307 | feat 3860/58601 | map  13034 | icp ok  iter 14 corr  3859 rms 0.2599   56.82 ms | p=(  -30.50  -162.42  -4.08) v=4.07 m/s
[lio] t=1317400990.411 | feat 3985/59739 | map  13034 | icp ok  iter 30 corr  3985 rms 0.2651  118.60 ms | p=(  -30.61  -162.86  -4.11) v=4.26 m/s [KF]
[lio] t=1317400990.515 | feat 4088/60108 | map  13193 | icp ok  iter 37 corr  4088 rms 0.1944  131.04 ms | p=(  -30.72  -163.27  -4.13) v=4.13 m/s
[lio] t=1317400990.618 | feat 4072/60259 | map  13193 | icp ok  iter 13 corr  4070 rms 0.2213   53.21 ms | p=(  -30.80  -163.64  -4.17) v=3.91 m/s
[lio] t=1317400990.722 | feat 4076/60330 | map  13193 | icp ok  iter 20 corr  4076 rms 0.3008   80.58 ms | p=(  -30.87  -164.00  -4.20) v=3.67 m/s [KF]
[lio] t=1317400990.826 | feat 3997/60457 | map  13461 | icp ok  iter 20 corr  3996 rms 0.2488   98.37 ms | p=(  -30.93  -164.43  -4.23) v=4.04 m/s
[lio] t=1317400990.929 | feat 4089/60506 | map  13461 | icp ok  iter 17 corr  4083 rms 0.2538   78.21 ms | p=(  -30.94  -164.82  -4.25) v=3.88 m/s
[lio] t=1317400991.033 | feat 4149/60334 | map  13461 | icp ok  iter  6 corr  4144 rms 0.2557   28.27 ms | p=(  -30.92  -165.25  -4.27) v=4.04 m/s [KF]
[lio] t=1317400991.137 | feat 4144/60153 | map  13843 | icp ok  iter 41 corr  4143 rms 0.2261  163.34 ms | p=(  -30.92  -165.63  -4.30) v=3.89 m/s
[lio] t=1317400991.241 | feat 4117/60071 | map  13843 | icp ok  iter 18 corr  4117 rms 0.2483   72.75 ms | p=(  -30.89  -166.02  -4.32) v=3.87 m/s
[lio] t=1317400991.345 | feat 4032/60205 | map  13843 | icp ok  iter 26 corr  4032 rms 0.2737   92.54 ms | p=(  -30.87  -166.40  -4.35) v=3.87 m/s [KF]
[lio] t=1317400991.448 | feat 4034/60260 | map  14018 | icp ok  iter 20 corr  4034 rms 0.1884   79.99 ms | p=(  -30.81  -166.83  -4.37) v=4.18 m/s
[lio] t=1317400991.552 | feat 4082/60386 | map  14018 | icp ok  iter 20 corr  4081 rms 0.2032   84.97 ms | p=(  -30.73  -167.22  -4.39) v=4.05 m/s
[lio] t=1317400991.656 | feat 4085/60613 | map  14018 | icp ok  iter 17 corr  4083 rms 0.2095   75.84 ms | p=(  -30.61  -167.65  -4.40) v=4.32 m/s [KF]
[lio] t=1317400991.760 | feat 4109/60802 | map  14095 | icp ok  iter 34 corr  4109 rms 0.2224  124.97 ms | p=(  -30.52  -168.07  -4.42) v=4.26 m/s
[lio] t=1317400991.864 | feat 4146/60931 | map  14095 | icp ok  iter 42 corr  4146 rms 0.2544  154.21 ms | p=(  -30.36  -168.48  -4.43) v=4.37 m/s
[lio] t=1317400991.968 | feat 4025/61007 | map  14095 | icp ok  iter 11 corr  4025 rms 0.2548   50.80 ms | p=(  -30.22  -168.90  -4.46) v=4.38 m/s [KF]
[lio] t=1317400992.072 | feat 3985/60908 | map  14215 | icp ok  iter 22 corr  3985 rms 0.2043   87.65 ms | p=(  -30.10  -169.31  -4.47) v=4.35 m/s
[lio] t=1317400992.175 | feat 3931/60701 | map  14215 | icp ok  iter  4 corr  3931 rms 0.2540   20.20 ms | p=(  -29.92  -169.75  -4.49) v=4.61 m/s
[lio] t=1317400992.279 | feat 3943/60372 | map  14215 | icp ok  iter 25 corr  3936 rms 0.2812  103.78 ms | p=(  -29.66  -170.21  -4.51) v=4.97 m/s [KF]
[lio] t=1317400992.384 | feat 3946/60328 | map  14334 | icp ok  iter 20 corr  3946 rms 0.1852   76.02 ms | p=(  -29.40  -170.67  -4.52) v=5.18 m/s
[lio] t=1317400992.488 | feat 3877/60215 | map  14334 | icp ok  iter 20 corr  3877 rms 0.1864   77.47 ms | p=(  -29.13  -171.14  -4.53) v=5.29 m/s [KF]
[lio] t=1317400992.592 | feat 3786/59859 | map  14183 | icp ok  iter 27 corr  3786 rms 0.1754  114.10 ms | p=(  -28.91  -171.54  -4.54) v=4.85 m/s
[lio] t=1317400992.696 | feat 3765/59437 | map  14183 | icp ok  iter 20 corr  3765 rms 0.1870   78.57 ms | p=(  -28.63  -172.02  -4.55) v=5.29 m/s [KF]
[lio] t=1317400992.800 | feat 3726/59107 | map  13952 | icp ok  iter 19 corr  3726 rms 0.1956   69.46 ms | p=(  -28.35  -172.49  -4.56) v=5.41 m/s
[lio] t=1317400992.904 | feat 3676/58956 | map  13952 | icp ok  iter 15 corr  3676 rms 0.2408   56.00 ms | p=(  -28.03  -173.01  -4.58) v=5.78 m/s [KF]
[lio] t=1317400993.009 | feat 3676/58618 | map  13812 | icp ok  iter 15 corr  3673 rms 0.1805   54.97 ms | p=(  -27.69  -173.51  -4.60) v=5.94 m/s
[lio] t=1317400993.113 | feat 3580/56994 | map  13812 | icp ok  iter 30 corr  3577 rms 0.2362  101.32 ms | p=(  -27.37  -174.00  -4.63) v=5.87 m/s [KF]
[lio] t=1317400993.217 | feat 3533/55575 | map  13747 | icp ok  iter 17 corr  3533 rms 0.2569   58.77 ms | p=(  -27.03  -174.52  -4.65) v=6.05 m/s
[lio] t=1317400993.321 | feat 3406/54115 | map  13747 | icp ok  iter 14 corr  3406 rms 0.3595   43.71 ms | p=(  -26.67  -175.03  -4.68) v=6.11 m/s [KF]
[lio] t=1317400993.425 | feat 3265/52602 | map  13663 | icp ok  iter 27 corr  3265 rms 0.2720   91.74 ms | p=(  -26.26  -175.63  -4.70) v=6.78 m/s
[lio] t=1317400993.529 | feat 3249/52102 | map  13663 | icp ok  iter 30 corr  3217 rms 0.3919   93.16 ms | p=(  -25.88  -176.13  -4.73) v=6.46 m/s [KF]
[lio] t=1317400993.633 | feat 3153/52336 | map  13596 | icp ok  iter 18 corr  3153 rms 0.2304   58.08 ms | p=(  -25.42  -176.73  -4.75) v=7.07 m/s
[lio] t=1317400993.738 | feat 3107/53231 | map  13596 | icp ok  iter 16 corr  3104 rms 0.2970   53.06 ms | p=(  -24.97  -177.30  -4.78) v=7.13 m/s [KF]
